permno,cik,link_start,link_end
14793,0000870385,2014-07-01,2020-05-29
14795,0000098362,1950-01-01,1962-01-30
14795,0000098362,1962-01-31,
14797,0001217234,2014-07-17,
14801,0001245104,2014-07-02,
14802,0001603969,2014-07-23,2016-07-29
14803,0001428336,2014-07-31,
14805,0001437786,2014-07-24,
14806,0001660484,2016-03-16,2017-07-21
14807,0001325618,2014-07-16,
14809,0000352991,1982-01-29,1994-07-21
14810,0001602658,2014-07-01,
14812,0001606366,2014-07-25,
14813,0001507605,2014-07-28,
14814,0001606012,2014-07-31,2017-01-31
14815,0001267813,2014-07-31,2025-02-28
14816,0000098677,1950-01-01,1962-01-30
14816,0000098677,1962-01-31,
14817,0001052673,1984-06-08,1986-01-31
14818,0001582982,2014-07-23,
14820,0001402479,2014-07-10,2020-11-17
14820,0001402479,2020-11-18,2024-02-12
14821,0001589094,2014-08-04,2017-07-31
14822,0001598646,2014-07-01,
14823,0001393434,2014-07-25,
14824,0000099141,1950-01-01,1962-01-30
14824,0000099141,1962-01-31,1981-02-27
14825,0000007097,1973-02-01,1978-01-30
14825,0000007097,1978-01-31,1983-01-31
14826,0001596812,2014-07-31,2019-03-25
14826,0001596812,2019-03-26,
14827,0001472343,2014-07-17,2017-12-29
14828,0001597553,2014-07-18,2025-08-29
14829,0001599891,2014-07-15,2017-12-31
14830,0001606268,2014-07-29,2024-06-28
14831,0001599947,2014-07-18,2020-07-31
14833,0000731655,1983-12-16,1993-01-29
14834,0001449278,2014-07-18,2016-12-30
14836,0001271214,2014-07-24,2022-05-31
14841,0000007105,1972-12-14,1978-01-31
14849,0001609132,2014-08-14,2016-07-29
14851,0001476651,2014-08-01,2018-12-31
14852,0001537028,2014-08-08,2024-08-28
14855,0001481582,2014-08-08,
14856,0001607310,2014-08-01,2018-05-03
14857,0001603016,2014-08-07,2022-09-30
14858,0001605725,2014-08-01,2017-09-29
14859,0000356364,1951-01-01,1962-01-30
14859,0000356364,1962-01-31,1981-06-30
14860,0000007118,1972-12-14,1975-01-31
14861,0001422109,2014-08-29,2016-08-02
14862,0001279704,2014-08-15,
14864,0001600527,2014-08-07,2016-09-30
14865,0001601936,2014-08-06,2024-12-19
14868,0000225051,1972-12-14,1977-12-31
14868,0000225051,1978-01-01,2014-02-28
14870,0001606363,2014-08-08,2018-12-31
14871,0001581720,2014-08-01,2019-02-28
14872,0001606745,2014-08-28,2025-04-30
14873,0001606745,2014-08-28,2025-04-30
14874,0001493566,2014-08-13,2023-04-28
14877,0001606163,2014-08-07,2016-07-11
14877,0001606163,2016-11-16,
14878,0001608298,2014-08-19,2016-12-30
14879,0001492674,2014-08-07,2025-02-11
14880,0001368993,2014-08-22,2017-03-31
14881,0001604416,2014-08-29,2019-02-28
14882,0001590895,2014-09-19,
14883,0000100783,1950-01-01,1962-01-30
14883,0000100783,1962-01-31,1999-05-28
14884,0001601548,2014-09-29,
14888,0001577552,2014-09-19,
14889,0000759944,2014-09-24,
14890,0001608638,2014-09-17,2019-03-29
14891,0000716039,1950-01-01,1962-01-30
14891,0000716039,1962-01-31,2005-08-10
14892,0000007184,1976-01-13,1986-08-28
14898,0001610418,2014-09-25,2020-09-30
14905,0000201131,1982-12-03,1987-08-31
14908,0001611110,2014-09-24,
14912,0000100968,1950-01-01,1962-01-30
14912,0000100968,1962-01-31,1985-09-30
14913,0000065291,1983-07-08,1992-06-30
14915,0001563407,2014-09-24,2019-06-28
14918,0001424755,2014-09-25,2019-05-31
14919,0000941221,2014-09-24,
14923,0001608390,2014-09-12,
14924,0001600620,2014-09-02,
14925,0001137883,2014-09-30,2025-07-17
14926,0001609702,2014-10-01,2022-07-29
14927,0001478069,2014-09-12,2023-11-08
14928,0001598110,2014-09-24,
14929,0001566044,2014-09-18,2020-03-06
14930,0001522690,2014-09-25,2023-07-31
14932,0000836147,2014-09-10,
14934,0001566826,2014-09-11,2025-05-30
14935,0001612940,2014-09-18,
14936,0001607962,2014-09-12,
14937,0001404281,2014-09-17,2017-05-10
14937,0001404281,2017-05-11,
14938,0001157602,2014-09-24,2016-10-31
14939,0001601046,2014-11-03,
14940,0000357297,1972-12-14,1986-10-31
14941,0001606498,2014-11-03,
14942,0001606757,2014-11-03,
14943,0001605301,2014-11-03,
14944,0001611983,2014-11-05,2015-06-30
14944,0001611983,2015-07-01,
14945,0001606180,2014-10-02,2020-12-31
14950,0001572552,2014-10-08,2019-03-29
14951,0001474903,2014-10-27,
14953,0001610250,2014-10-30,
14954,0001610092,2014-10-10,2020-02-28
14955,0000101063,1950-01-01,1962-01-30
14955,0000101063,1962-01-31,2002-02-28
14955,0000101063,2002-03-01,2002-03-19
14956,0001603286,2014-10-15,2019-01-31
14960,0001529864,2014-11-13,
14961,0001010858,2014-10-03,2018-05-31
14964,0000085942,1975-01-01,1979-01-30
14964,0000085942,1979-01-31,1988-05-03
14969,0001613665,2014-10-15,2022-02-28
14970,0001404655,2014-10-09,
14972,0001523404,2014-10-02,2017-03-31
14973,0001161814,2014-10-14,
14974,0001610114,2014-11-07,2021-09-30
14975,0001607997,2014-10-06,
14976,0000075208,2014-10-09,2016-04-30
14976,0000075208,2016-05-01,2016-05-31
14980,0001610466,2014-10-29,2022-10-31
14981,0001610682,2014-10-09,
14982,0001607716,2014-10-01,2020-10-08
14983,0001616707,2014-10-02,
14984,0001608249,2014-10-17,2020-03-31
14985,0001748824,2014-10-09,
14986,0001606457,2014-10-02,2023-07-21
14987,0001605484,2014-10-13,2021-01-18
14987,0001605484,2021-01-19,
14988,0001611983,2014-11-05,2015-06-30
14988,0001611983,2015-07-01,
14989,0001550910,2014-10-16,2017-06-30
14990,0000885322,2014-10-22,2016-05-31
14991,0001604464,2014-10-16,
14992,0001615892,2014-10-29,2017-10-03
14993,0001028153,2014-10-24,2016-02-05
14994,0001611852,2014-11-08,2016-07-12
14994,0001611852,2016-07-13,2019-09-05
14995,0001496671,2014-10-02,
15002,0001613780,2014-10-22,
15003,0001557883,2014-10-03,2020-02-28
15006,0001522327,2014-10-01,2019-12-31
15008,0001611988,2014-10-09,2021-06-30
15009,0001712786,2014-10-15,2022-12-27
15010,0001512138,2014-10-09,2016-10-10
15011,0001600890,2014-10-22,2020-06-30
15013,0001604929,2014-10-09,2017-05-02
15014,0001525769,2014-10-10,
15015,0001359931,2014-10-22,2020-01-09
15015,0001359931,2020-01-10,
15016,0001551693,2014-10-29,2024-06-30
15017,0001608269,2014-10-29,2015-10-27
15017,0001640251,2015-10-28,
15019,0000776064,1974-01-01,1974-11-07
15020,0001603207,2014-10-01,2024-10-22
15022,0001501570,2014-10-09,2025-10-31
15023,0001412232,2014-10-02,2017-11-30
15024,0001161315,2014-10-03,2015-11-30
15028,0001604738,2014-11-13,2024-07-31
15029,0001609253,2014-12-01,2020-07-15
15030,0001328798,2014-11-25,2017-10-06
15031,0001598968,2014-11-05,
15033,0001517492,2014-11-18,
15035,0000700612,1977-01-01,1977-01-30
15035,0000700612,1977-01-31,2001-12-31
15041,0001519505,2014-11-25,2024-11-29
15043,0000003055,1972-12-14,1979-03-30
15044,0001384710,2014-11-21,2017-09-29
15045,0001617667,2014-11-21,2017-09-30
15046,0001444380,2014-11-06,2025-04-30
15047,0001615905,2014-11-24,
15048,0001605607,2014-11-19,
15052,0001538990,2014-11-18,2023-02-28
15053,0001616862,2014-11-12,
15054,0001610520,2014-11-28,
15055,0001617049,2014-11-13,2018-12-31
15056,0001368514,2014-11-10,
15057,0000744452,2014-11-17,
15058,0001484565,2014-11-13,
15059,0001512762,2014-11-06,
15060,0001609653,2014-11-20,2017-03-02
15061,0001358575,2014-11-24,2016-12-08
15062,0001266806,2014-11-19,
15064,0001413837,2014-11-03,
15065,0000921299,2014-11-14,
15067,0001611647,2014-11-07,
15068,0001617977,2014-11-20,2020-03-31
15069,0000101778,1950-01-01,1962-01-30
15069,0000101778,1962-01-31,1991-04-11
15069,0000101778,1991-04-12,
15070,0000717538,1982-01-01,1982-01-28
15070,0000717538,1982-01-29,
15071,0001610950,2014-11-07,2023-09-29
15072,0001612630,2014-11-11,
15074,0001598696,2014-11-14,2017-10-31
15075,0001618835,2014-11-20,2018-01-17
15075,0001618835,2018-01-18,2022-08-10
15077,0000811669,1950-01-01,1962-01-30
15077,0000811669,1962-01-31,2009-01-05
15078,0000007541,1972-12-14,1975-04-30
15079,0001613859,2014-11-13,2021-07-30
15080,0001517401,2014-11-21,2019-09-30
15082,0001594124,2014-11-13,2020-10-30
15083,0001610793,2014-11-03,2017-11-30
15084,0001539638,2014-11-07,
15087,0001505155,2014-11-06,
15088,0001614436,2014-11-14,2016-12-30
15089,0001582313,2014-11-05,
15090,0001616101,2014-12-05,2016-07-29
15091,0001617898,2014-12-17,2018-10-31
15092,0001409970,2014-12-11,
15099,0001403085,2014-12-05,2018-04-02
15105,0001616817,2014-12-12,2017-04-28
15108,0001448056,2014-12-12,2023-11-30
15109,0001608742,2014-12-22,
15110,0001420811,2014-12-17,2020-10-30
15113,0001618756,2014-12-15,
15115,0000007575,1972-12-14,1983-01-31
15116,0001620928,2014-12-17,2018-07-31
15117,0000726513,2014-12-05,2019-09-30
15119,0001445305,2014-12-12,
15120,0001610128,2014-12-12,2016-01-29
15123,0000007580,1979-01-31,1982-07-30
15125,0001358403,2014-12-18,2024-03-05
15126,0001211759,2014-12-12,2018-04-30
15127,0001175151,2014-12-23,
15128,0001610532,2014-12-12,2019-01-31
15129,0001615063,2016-12-28,
15131,0000718044,1983-06-02,1994-02-28
15132,0001372299,2014-12-03,2019-09-29
15132,0001372299,2019-09-30,
15133,0001620459,2014-12-12,
15134,0001594864,2014-12-19,2018-03-29
15135,0001610601,2014-12-11,
15136,0001608741,2014-12-22,
15137,0001616212,2014-12-19,2021-11-30
15139,0002074176,2014-06-18,
15140,0001615346,2014-11-14,2021-12-31
15142,0001611547,2015-01-16,
15144,0001616741,2015-02-02,2023-12-29
15145,0001372612,2015-01-23,
15159,0001506401,2015-01-30,2019-05-31
15164,0001619917,2015-01-16,2017-11-22
15166,0000007610,1974-01-01,1986-05-29
15166,0000007610,1986-05-30,1998-05-29
15167,0001620533,2015-01-30,
15168,0001616318,2015-02-10,2024-11-29
15169,0001604481,2015-01-23,
15170,0001611005,2015-01-14,
15171,0001612042,2015-01-28,
15172,0001506928,2015-01-30,2025-02-28
15176,0001374128,2015-01-29,2018-02-28
15177,0001615219,2015-01-29,2019-07-21
15177,0001615219,2019-07-22,
15178,0001556727,2015-01-30,
15180,0001470205,2015-01-16,2021-12-06
15181,0001591096,2015-01-29,
15182,0000007620,1972-12-14,1975-02-27
15182,0000007620,1975-09-01,1976-02-27
15183,0001609351,2015-01-30,2019-12-31
15184,0001394319,2015-01-30,2024-12-03
15186,0001463972,2015-01-28,
15187,0001587221,2015-01-27,2022-12-30
15188,0001623595,2015-03-02,2021-04-30
15192,0001420783,2015-02-06,2017-02-28
15194,0001622194,2015-02-06,
15196,0001614806,2015-02-13,
15198,0001501134,2015-02-12,2024-08-08
15202,0001396009,1960-01-01,1962-01-30
15202,0001396009,1962-01-31,
15203,0000007623,1972-12-14,
15211,0000007634,1972-12-14,1976-06-30
15215,0000093314,2015-02-06,
15216,0001616000,2015-02-04,
15217,0001616297,2015-02-10,2016-07-29
15218,0001600132,2015-02-13,2024-12-31
15219,0001583771,2015-02-27,2025-05-12
15220,0001619954,2015-02-12,2021-11-30
15221,0001281895,2015-02-18,2018-01-04
15221,0001281895,2018-01-05,
15222,0001425205,2015-02-26,
15224,0001618561,2015-02-05,2017-07-31
15225,0001140098,2015-02-26,2016-02-29
15226,0001304492,2015-02-03,
15228,0001622893,2015-04-01,2016-04-29
15231,0001620393,2015-04-01,
15237,0000104507,1950-01-01,1962-01-30
15237,0000104507,1962-01-31,1971-12-31
15238,0000799368,1983-08-15,1999-07-16
15242,0001407067,2015-03-26,2020-08-31
15244,0001572694,2015-03-18,
15246,0000727472,1983-11-30,1991-10-31
15254,0000319458,1981-03-31,1992-06-16
15254,0000319458,2014-03-10,
15259,0001622353,2015-03-27,2020-11-30
15262,0000741517,1984-04-03,1996-06-28
15263,0001611231,2015-03-06,2017-10-31
15264,0001621563,2015-03-12,2025-02-28
15266,0001622175,2015-03-10,2018-10-31
15268,0001610590,2015-03-18,
15269,0001627281,2015-03-25,
15270,0001609951,2015-03-19,
15271,0001620179,2015-03-09,2017-07-12
15271,0001620179,2017-07-13,2024-11-07
15272,0001419612,2015-03-26,
15273,0001172631,2015-03-04,
15274,0001599298,2015-03-05,2020-08-31
15274,0001599298,2020-09-01,2020-09-20
15276,0001619087,2015-03-20,2018-08-31
15277,0001588084,2015-03-24,
15278,0001629210,2015-04-20,
15279,0002020795,2015-04-27,
15280,0001630940,2015-04-29,2017-11-06
15282,0001435049,2015-04-15,2020-10-05
15282,0001435049,2020-10-06,2023-08-31
15283,0001324772,2015-04-24,2016-11-30
15284,0001597264,2015-04-30,2025-07-31
15285,0001348911,2015-04-09,2016-11-21
15285,0001348911,2016-11-22,
15286,0001610618,2015-04-15,
15287,0001595097,2015-04-30,
15289,0000007748,1972-12-20,1978-05-31
15290,0001135657,2015-04-10,2018-12-31
15291,0001370637,2015-04-16,
15292,0001614818,2015-04-06,2016-07-29
15292,0001614818,2016-08-01,2017-07-05
15293,0001612720,2015-06-30,2017-07-24
15293,0001612720,2017-07-25,
15294,0001434647,2015-04-16,2020-05-20
15294,0001434647,2021-01-08,
15295,0001625791,2015-04-02,
15297,0001292519,2015-04-17,2024-07-31
15298,0000038984,2015-04-21,2017-11-27
15301,0001629220,2015-04-01,2018-04-30
15302,0001592386,2015-04-16,
15303,0001607678,2015-04-29,
15304,0001527762,2015-04-08,2023-01-31
15304,0001527762,2023-02-01,2023-02-27
15305,0001626878,2015-04-15,
15313,0001592057,2015-04-29,2024-12-09
15315,0001609711,2015-04-01,
15317,0000106168,1964-03-31,1966-11-30
15317,0000106168,1978-01-31,1983-04-29
15318,0000007789,1982-01-29,
15323,0001618563,2015-04-23,
15324,0001409916,2015-04-17,2019-09-03
15325,0000106374,1950-01-01,1962-01-30
15325,0000106374,1962-01-31,1993-04-08
15327,0001592058,2015-04-16,2023-10-13
15331,0001619762,2015-04-07,
15332,0001567683,2015-05-15,2017-12-31
15332,0001567683,2018-01-01,
15334,0000230036,1981-07-07,1994-12-15
15336,0001637810,2015-05-29,2015-06-01
15336,0001637810,2015-06-02,
15338,0001418121,2015-05-18,
15339,0001627014,2015-05-20,2017-10-01
15340,0001621434,2015-05-01,
15342,0000230036,1983-07-18,1994-12-30
15343,0001631569,2015-05-21,
15344,0001528557,2015-05-29,2019-10-31
15349,0001632933,2015-05-12,2019-01-31
15351,0001590364,2015-05-15,
15357,0001633142,2015-05-21,2016-10-31
15358,0001594805,2015-05-21,
15359,0001633651,2015-05-07,2020-04-30
15361,0001621227,2015-05-06,
15362,0001622577,2015-05-18,2016-12-30
15363,0001630132,2015-05-08,2019-01-31
15364,0001611747,2015-05-12,
15365,0001625414,2015-05-21,
15367,0001613011,2015-05-19,
15368,0000106413,1950-01-01,1962-01-30
15368,0000106413,1962-01-31,2000-05-31
15370,0001348649,2015-05-06,2017-03-31
15371,0001267565,2015-05-07,
15372,0001615153,2015-05-14,2018-04-30
15373,0001421876,2015-05-14,
15374,0001169987,2015-05-06,
15375,0001585608,2015-05-13,2017-07-31
15375,0001585608,2017-08-16,
15377,0000007845,1972-12-14,1977-03-31
15378,0001339970,2015-05-07,
15379,0001618500,2015-08-04,2025-08-29
15380,0001444307,2015-05-29,
15381,0001293818,2015-05-05,
15382,0001469443,2015-05-15,
15383,0001399520,2015-05-08,
15390,0001447599,2015-06-18,2021-01-29
15391,0001635718,2015-06-29,2019-11-29
15394,0001626853,2015-06-29,2020-09-30
15395,0001632127,2015-07-01,
15396,0001630805,2015-07-01,
15397,0001633931,2015-07-01,
15398,0001627223,2015-07-01,
15399,0001637655,2015-07-01,2023-02-28
15400,0001632790,2015-07-01,
15401,0001620546,2015-07-01,2016-06-02
15402,0001712184,2015-07-02,2017-12-29
15403,0001712184,2015-07-02,2017-12-29
15404,0001629995,2015-07-02,2016-06-30
15407,0001637761,2015-07-02,2023-01-31
15408,0001637459,2015-07-06,
15409,0001459200,2015-06-26,
15410,0001433195,2015-06-26,
15412,0001579695,2015-06-11,2016-06-30
15414,0000354768,1981-11-10,1988-12-20
15415,0001635581,2015-06-19,2018-06-29
15416,0001454789,2015-06-25,
15417,0001435064,2015-06-25,
15418,0001642271,2015-06-29,2018-06-08
15419,0001637890,2015-06-19,2023-10-31
15420,0001532079,2005-07-29,2012-07-30
15420,0001532079,2015-06-18,2016-10-31
15422,0001311735,1983-05-25,1985-01-31
15423,0001543268,2015-06-01,2024-03-06
15424,0001490186,2015-06-23,2018-04-30
15424,0001490186,2015-06-23,2018-04-30
15424,0001490186,2018-05-01,2019-12-23
15425,0001627606,2015-06-05,2023-04-14
15426,0001627487,2015-06-19,2018-04-30
15427,0001635650,2015-06-26,2024-01-31
15428,0001393020,2015-06-15,2018-10-31
15429,0001521036,2015-06-25,
15430,0001458962,2015-06-19,2019-02-28
15431,0001609809,2015-06-26,
15432,0001626199,2015-06-17,2017-07-24
15432,0001626199,2017-07-25,2024-05-31
15433,0001583648,2015-06-30,
15434,0001617798,2015-06-04,2017-06-30
15435,0001636286,2015-06-11,2021-09-30
15436,0001460702,2015-06-24,2020-05-25
15436,0001460702,2020-05-26,
15440,0001636222,2015-06-12,
15441,0001607741,2015-06-26,2018-11-30
15443,0001504167,2015-06-30,2020-05-18
15443,0001504167,2020-05-19,2024-05-09
15449,0000215155,1979-01-31,1992-07-23
15451,0001623919,2015-06-05,2016-11-30
15452,0001628908,2015-06-05,
15454,0001192448,2015-06-25,
15455,0001526113,2015-06-02,
15456,0000850209,1950-01-01,1962-01-30
15456,0000850209,1962-01-31,2025-09-30
15457,0000008063,1974-01-01,1978-11-29
15457,0000008063,1978-11-30,
15465,0000008065,1973-09-01,1979-01-30
15465,0000008065,1979-01-31,1996-11-25
15466,0001637913,2015-06-25,2019-11-29
15472,0000108601,1950-01-01,1962-01-30
15472,0000108601,1962-01-31,2008-10-06
15473,0000721701,1983-08-26,1987-08-26
15478,0001552033,2015-06-25,
15481,0000008097,1978-12-12,1980-04-25
15482,0001494319,2015-06-18,2023-08-31
15485,0001322554,2015-06-26,2017-07-31
15486,0001636050,2015-06-11,2024-02-07
15487,0001443799,2015-06-25,2018-06-29
15488,0001633917,2015-07-20,
15489,0001634117,2015-08-03,
15490,0001633978,2015-08-04,
15491,0000882291,2015-07-13,
15493,0001621832,2015-07-31,
15494,0001609989,2015-07-22,2018-04-30
15496,0001305773,2015-07-01,2023-09-29
15497,0001339469,2015-07-16,2021-08-31
15502,0000008109,1984-06-06,2000-12-08
15505,0001606440,2015-07-07,2022-01-31
15506,0001124524,2015-07-24,
15507,0001290149,2015-07-16,2022-07-29
15508,0001633932,2015-07-09,
15509,0001635626,2015-07-09,
15510,0001372514,2015-07-31,
15514,0001469134,2015-07-17,2017-06-30
15523,0001620702,2015-07-31,2017-12-29
15525,0001635282,2015-07-10,2017-10-10
15525,0001635282,2017-10-11,
15526,0001596964,2015-07-07,2022-09-30
15527,0001462120,2015-07-23,
15528,0000022472,1950-01-01,1962-01-30
15528,0000022472,1962-01-31,1975-04-30
15530,0001638290,2015-07-17,
15531,0001467652,2015-07-23,2021-03-31
15533,0001326110,2015-07-28,2021-03-09
15533,0001326110,2021-03-10,
15534,0001604821,2015-07-02,
15535,0001639300,2015-07-16,
15537,0000008146,1981-12-08,
15538,0001432196,2015-07-06,
15539,0001778784,2015-07-16,2025-11-28
15540,0001464790,2015-07-16,
15541,0001560327,2015-07-17,
15542,0001641489,2015-07-30,
15543,0001083220,2015-07-31,
15544,0000063801,1973-02-01,1976-02-27
15544,0000063801,1976-02-28,1976-03-12
15546,0001617640,2015-08-17,2017-12-31
15546,0001617640,2018-01-01,
15550,0001637558,2015-07-01,2020-12-31
15553,0001004155,1972-12-14,2016-06-30
15560,0000096289,1959-07-01,1965-01-28
15560,0000096289,1965-01-29,2015-10-08
15577,0001616291,2015-07-16,
15579,0000097476,1953-01-01,1962-02-27
15579,0000097476,1962-02-28,
15580,0000008177,1984-01-31,
15582,0001327688,2015-07-17,
15584,0001628063,2015-07-06,
15585,0001477449,2015-07-01,
15586,0001176373,2015-07-23,2019-06-28
15588,0000931871,1972-12-14,1985-11-29
15590,0001617669,2015-07-01,
15597,0001326200,2015-07-20,
15598,0001639947,2015-08-18,2017-08-16
15599,0001640313,2015-08-05,2018-01-31
15617,0000921768,1983-11-29,1994-11-30
15617,0000921768,1994-12-01,1996-03-11
15623,0001302215,2015-08-13,
15627,0001637207,2015-08-06,
15630,0001631650,2015-08-06,2020-10-30
15631,0001808898,2020-04-15,
15636,0001502292,2015-08-13,
15637,0001639669,2015-08-17,2018-06-07
15638,0001629137,2015-08-12,2022-10-31
15639,0001643953,2015-08-13,2018-02-04
15639,0001643953,2018-02-05,
15641,0000008241,1978-01-31,1983-02-18
15642,0001638381,2015-08-04,2021-08-03
15642,0001857044,2021-08-04,
15643,0001469367,2015-08-05,
15644,0001157817,2015-08-10,2020-03-09
15645,0001446159,2015-08-26,
15646,0001621443,2015-08-05,2023-10-31
15647,0001641991,2015-09-28,2022-04-29
15648,0001617227,2015-09-29,2021-09-30
15649,0001636519,2015-10-01,
15650,0001626115,2015-10-01,
15651,0001624794,2015-10-01,
15652,0001641197,2015-09-22,2018-11-30
15653,0001589061,2015-09-01,
15654,0001642453,2015-09-11,2017-02-27
15654,0001642453,2017-02-28,
15656,0001641640,2017-06-26,2023-07-31
15658,0001590877,2015-09-17,
15659,0000100790,1950-01-01,1962-01-30
15659,0000100790,1962-01-31,2001-02-06
15662,0001499717,2015-09-29,2025-02-28
15664,0001641398,2015-09-14,2018-02-06
15664,0001641398,2018-02-07,
15665,0001461119,2015-09-03,2021-04-30
15667,0000005187,1950-01-01,1962-01-30
15667,0000005187,1962-01-31,2009-10-15
15676,0000008254,1979-06-07,1987-12-31
15684,0001023944,1982-07-22,1999-05-28
15692,0000008273,1972-12-14,1979-08-31
15694,0001321732,2015-09-18,
15702,0001639691,2015-10-17,
15703,0000883980,2015-10-15,2019-07-31
15705,0000278311,1979-03-30,1981-03-18
15707,0001645590,2015-11-02,
15708,0001646587,2015-11-02,2019-09-30
