accession,cik,ticker,form,filing_time_utc,effective_trading_day,split
0001336917-14-000037,1336917,UA,8-K,2014-08-05 20:17:55+00:00,2014-08-06,train
0001193125-14-297183,40987,GPC,10-Q,2014-08-06 13:41:16+00:00,2014-08-06,train
0001193125-14-295851,92230,BBT,8-K,2014-08-05 20:27:08+00:00,2014-08-06,train
0001144204-14-047223,85408,RDC,8-K,2014-08-06 09:24:39+00:00,2014-08-06,train
0000004977-14-000095,4977,AFL,10-Q,2014-08-05 21:02:15+00:00,2014-08-06,train
0000950142-14-001677,8670,ADP,8-K,2014-08-05 21:17:26+00:00,2014-08-06,train
0000045012-14-000308,45012,HAL,8-K,2014-08-06 16:46:19+00:00,2014-08-06,train
0001193125-14-297593,1105705,TWX,10-Q,2014-08-06 12:08:24+00:00,2014-08-06,train
0001193125-14-297037,1378946,PBCT,8-K,2014-08-06 08:36:03+00:00,2014-08-06,train
0001274494-14-000030,1274494,FSLR,8-K,2014-08-05 20:16:25+00:00,2014-08-06,train
0000093410-14-000042,93410,CVX,10-Q,2014-08-06 15:15:14+00:00,2014-08-06,train
0000070858-14-000092,70858,BAC,8-K,2014-08-06 13:18:15+00:00,2014-08-06,train
0000750556-14-000147,750556,STI,10-Q,2014-08-06 16:26:54+00:00,2014-08-06,train
0001193125-14-295874,895421,MS,10-Q,2014-08-05 20:33:05+00:00,2014-08-06,train
0000318154-14-000017,318154,AMGN,10-Q,2014-08-05 20:06:09+00:00,2014-08-06,train
0001104659-14-056956,1090872,A,8-K,2014-08-05 20:35:31+00:00,2014-08-06,train
0000916863-14-000031,916863,TEG,8-K,2014-08-06 17:09:10+00:00,2014-08-06,train
0001120193-14-000006,1120193,NDAQ,10-Q,2014-08-06 15:20:32+00:00,2014-08-06,train
0001193125-14-297041,1130310,CNP,8-K,2014-08-06 12:38:30+00:00,2014-08-06,train
0001104659-14-056950,1800,ABT,10-Q,2014-08-05 20:32:05+00:00,2014-08-06,train
0000101778-14-000057,101778,MRO,8-K,2014-08-06 16:02:16+00:00,2014-08-06,train
0000069499-14-000020,69499,MYL,8-K,2014-08-06 17:12:30+00:00,2014-08-06,train
0001193125-14-295896,927628,COF,10-Q,2014-08-05 20:40:52+00:00,2014-08-06,train
0000007084-14-000026,7084,ADM,10-Q,2014-08-05 20:38:24+00:00,2014-08-06,train
0000064803-14-000028,64803,CVS,10-Q,2014-08-05 20:49:36+00:00,2014-08-06,train
0000034088-14-000037,34088,XOM,8-K,2014-08-06 16:36:37+00:00,2014-08-06,train
0001130310-14-000019,1130310,CNP,10-Q,2014-08-06 12:18:30+00:00,2014-08-06,train
0001274494-14-000033,1274494,FSLR,10-Q,2014-08-05 23:03:20+00:00,2014-08-06,train
0001193125-14-297499,36104,USB,8-K,2014-08-06 15:31:04+00:00,2014-08-06,train
0001193125-14-297896,36104,USB,10-Q,2014-08-06 18:14:21+00:00,2014-08-06,train
0000032604-14-000034,32604,EMR,10-Q,2014-08-06 19:56:53+00:00,2014-08-06,train
0000930413-14-003549,773840,HON,8-K,2014-08-06 13:36:52+00:00,2014-08-06,train
0000034088-14-000036,34088,XOM,10-Q,2014-08-06 16:07:03+00:00,2014-08-06,train
0000945764-14-000041,945764,DNR,8-K,2014-08-06 09:40:04+00:00,2014-08-06,train
0001398432-14-000296,879101,KIM,8-K,2014-08-06 13:11:29+00:00,2014-08-06,train
0000916863-14-000033,916863,TEG,10-Q,2014-08-06 17:55:20+00:00,2014-08-06,train
0001108827-14-000043,1108827,QEP,10-Q,2014-08-06 16:40:03+00:00,2014-08-06,train
0000072971-14-000518,72971,WFC,10-Q,2014-08-06 16:33:49+00:00,2014-08-06,train
0001193125-14-300882,1393612,DFS,8-K,2014-08-07 16:53:00+00:00,2014-08-07,train
0000945764-14-000045,945764,DNR,10-Q,2014-08-07 12:30:29+00:00,2014-08-07,train
0000046080-14-000080,46080,HAS,8-K,2014-08-06 20:01:29+00:00,2014-08-07,train
0001193125-14-299814,1430602,SNI,8-K,2014-08-07 10:00:53+00:00,2014-08-07,train
0001193125-14-299917,816761,TDC,8-K,2014-08-07 14:49:30+00:00,2014-08-07,train
0001104659-14-057616,1451505,RIG,8-K,2014-08-06 20:29:04+00:00,2014-08-07,train
0001039684-14-000065,1039684,OKE,10-Q,2014-08-06 20:18:35+00:00,2014-08-07,train
0001090727-14-000028,1090727,UPS,10-Q,2014-08-06 21:14:09+00:00,2014-08-07,train
0001193125-14-299482,1326160,DUK,8-K,2014-08-07 11:37:06+00:00,2014-08-07,train
0000020520-14-000068,20520,FTR,10-Q,2014-08-07 10:26:45+00:00,2014-08-07,train
0000950142-14-001689,1530721,KORS,8-K,2014-08-06 20:36:24+00:00,2014-08-07,train
0001451505-14-000111,1451505,RIG,10-Q,2014-08-06 21:24:30+00:00,2014-08-07,train
0000875159-14-000065,875159,XL,10-Q,2014-08-07 16:28:44+00:00,2014-08-07,train
0001445305-14-003470,1048695,FFIV,10-Q,2014-08-07 18:00:51+00:00,2014-08-07,train
0001193125-14-300675,1430602,SNI,10-Q,2014-08-07 16:09:04+00:00,2014-08-07,train
0001013871-14-000012,1013871,NRG,10-Q,2014-08-07 17:37:14+00:00,2014-08-07,train
0000804212-14-000028,804212,ARG,8-K,2014-08-07 14:29:56+00:00,2014-08-07,train
0000023082-14-000056,23082,CSC,8-K,2014-08-07 16:16:45+00:00,2014-08-07,train
0000046080-14-000081,46080,HAS,8-K,2014-08-06 20:02:15+00:00,2014-08-07,train
0001104659-14-057671,1163739,NBR,10-Q,2014-08-06 21:29:45+00:00,2014-08-07,train
0001047469-14-006709,1063761,SPG,10-Q,2014-08-07 10:02:16+00:00,2014-08-07,train
0000916365-14-000123,916365,TSCO,8-K,2014-08-06 21:06:02+00:00,2014-08-07,train
0000721371-14-000150,721371,CAH,8-K,2014-08-06 20:12:57+00:00,2014-08-07,train
0001193125-14-299585,96021,SYY,8-K,2014-08-07 12:21:52+00:00,2014-08-07,train
0001193125-14-300851,721683,TSS,10-Q,2014-08-07 16:46:25+00:00,2014-08-07,train
0001104659-14-057620,1324404,CF,8-K,2014-08-06 20:30:18+00:00,2014-08-07,train
0000895126-14-000225,895126,CHK,10-Q,2014-08-06 21:03:18+00:00,2014-08-07,train
0001193125-14-300064,7084,ADM,8-K,2014-08-07 16:08:53+00:00,2014-08-07,train
0000046080-14-000082,46080,HAS,8-K,2014-08-06 20:02:59+00:00,2014-08-07,train
0000100493-14-000150,100493,TSN,10-Q,2014-08-07 11:58:16+00:00,2014-08-07,train
0001104659-14-057990,1324404,CF,8-K,2014-08-07 14:40:51+00:00,2014-08-07,train
0001193125-14-300862,1039101,LLL,8-K,2014-08-07 16:48:59+00:00,2014-08-07,train
0001193125-14-300960,1087423,RHT,8-K,2014-08-07 17:14:34+00:00,2014-08-07,train
0001047469-14-006740,1324404,CF,10-Q,2014-08-07 18:28:24+00:00,2014-08-07,train
0001193125-14-298369,1090012,DVN,10-Q,2014-08-06 20:50:04+00:00,2014-08-07,train
0001326160-14-000022,1326160,DUK,10-Q,2014-08-07 15:21:59+00:00,2014-08-07,train
0000069499-14-000027,69499,MYL,10-Q,2014-08-07 16:15:53+00:00,2014-08-07,train
0000069499-14-000024,69499,MYL,8-K,2014-08-07 08:51:40+00:00,2014-08-07,train
0001136893-14-000038,1136893,FIS,10-Q,2014-08-07 18:53:04+00:00,2014-08-07,train
0001282266-14-000042,1282266,WIN,8-K,2014-08-07 07:34:48+00:00,2014-08-07,train
0001193125-14-300211,1159297,MWV,10-Q,2014-08-07 12:54:42+00:00,2014-08-07,train
0001193125-14-300782,20171,CB,10-Q,2014-08-07 16:30:19+00:00,2014-08-07,train
0001193125-14-298229,849399,SYMC,8-K,2014-08-06 20:11:55+00:00,2014-08-07,train
0001193125-14-299891,717423,MUR,8-K,2014-08-07 14:37:59+00:00,2014-08-07,train
0001004434-14-000015,1004434,AMG,10-Q,2014-08-06 20:11:39+00:00,2014-08-07,train
0000861878-14-000026,861878,SRCL,10-Q,2014-08-07 15:59:59+00:00,2014-08-07,train
0000885725-14-000022,885725,BSX,10-Q,2014-08-06 21:01:22+00:00,2014-08-07,train
0001282266-14-000044,1282266,WIN,10-Q,2014-08-07 15:06:34+00:00,2014-08-07,train
0001115222-14-000025,1115222,DNB,10-Q,2014-08-07 09:38:04+00:00,2014-08-07,train
0001193125-14-299583,800459,HAR,8-K,2014-08-07 08:19:00+00:00,2014-08-07,train
0000316709-14-000024,316709,SCHW,10-Q,2014-08-07 18:22:29+00:00,2014-08-07,train
0001104659-14-057832,1013871,NRG,8-K,2014-08-07 10:58:49+00:00,2014-08-07,train
0001502823-14-000037,1457543,CFN,8-K,2014-08-07 16:06:03+00:00,2014-08-07,train
0001104659-14-057864,31462,ECL,10-Q,2014-08-07 11:51:50+00:00,2014-08-07,train
0000096223-14-000028,96223,LUK,8-K,2014-08-07 12:50:23+00:00,2014-08-07,train
0000096223-14-000030,96223,LUK,10-Q,2014-08-07 13:13:36+00:00,2014-08-07,train
0000051434-14-000027,51434,IP,10-Q,2014-08-06 20:31:18+00:00,2014-08-07,train
0000109380-14-000171,109380,ZION,10-Q,2014-08-07 19:48:59+00:00,2014-08-07,train
0000874761-14-000048,874761,AES,8-K,2014-08-07 01:48:46+00:00,2014-08-07,train
0000092380-14-000123,92380,LUV,8-K,2014-08-07 14:21:51+00:00,2014-08-07,train
0001193125-14-300595,713676,PNC,10-Q,2014-08-07 19:45:13+00:00,2014-08-07,train
0000092122-14-000044,92122,SO,10-Q,2014-08-07 19:30:09+00:00,2014-08-07,train
0000746515-14-000027,746515,EXPD,10-Q,2014-08-07 16:54:00+00:00,2014-08-07,train
0001064728-14-000099,1064728,BTU,8-K,2014-08-07 11:48:20+00:00,2014-08-07,train
0001193125-14-298272,1137774,PRU,8-K,2014-08-06 20:19:57+00:00,2014-08-07,train
0001193125-14-298671,886982,GS,10-Q,2014-08-06 22:42:14+00:00,2014-08-07,train
0000065984-14-000228,65984,ETR,10-Q,2014-08-07 18:05:39+00:00,2014-08-07,train
0000079958-14-000032,79958,PCP,10-Q,2014-08-07 15:31:28+00:00,2014-08-07,train
0001571949-14-000015,1571949,ICE,10-Q,2014-08-07 12:31:39+00:00,2014-08-07,train
0001571049-14-003761,1571949,ICE,8-K,2014-08-07 11:35:20+00:00,2014-08-07,train
0001445305-14-003479,1373835,SE,10-Q,2014-08-07 14:31:25+00:00,2014-08-07,train
0001193125-14-300241,40533,GD,8-K,2014-08-07 17:06:00+00:00,2014-08-07,train
0000086521-14-000038,1032208,SRE,10-Q,2014-08-07 18:54:31+00:00,2014-08-07,train
0001193125-14-298433,766704,HCN,8-K,2014-08-06 21:05:31+00:00,2014-08-07,train
0000086521-14-000034,1032208,SRE,8-K,2014-08-07 16:10:01+00:00,2014-08-07,train
0001193125-14-300900,800459,HAR,10-K,2014-08-07 16:57:45+00:00,2014-08-07,train
0001108827-14-000045,1108827,QEP,8-K,2014-08-07 16:08:45+00:00,2014-08-07,train
0000874761-14-000046,874761,AES,10-Q,2014-08-06 21:51:11+00:00,2014-08-07,train
0000018926-14-000011,18926,CTL,10-Q,2014-08-07 17:19:08+00:00,2014-08-07,train
0000018926-14-000008,18926,CTL,8-K,2014-08-06 20:20:32+00:00,2014-08-07,train
0000793952-14-000039,793952,HOG,10-Q,2014-08-07 14:22:09+00:00,2014-08-07,train
0001104659-14-058255,813828,CBS,8-K,2014-08-07 16:05:34+00:00,2014-08-07,train
0001047469-14-006759,813828,CBS,10-Q,2014-08-07 17:01:19+00:00,2014-08-07,train
0001075531-14-000041,1075531,PCLN,8-K,2014-08-06 22:12:35+00:00,2014-08-07,train
0001193125-14-300920,4447,HES,10-Q,2014-08-07 17:01:41+00:00,2014-08-07,train
0000068505-14-000013,68505,MSI,8-K,2014-08-07 19:46:06+00:00,2014-08-07,train
0001104659-14-058233,1140859,ABC,10-Q,2014-08-07 19:57:08+00:00,2014-08-07,train
0001193125-14-300699,921847,HCBK,10-Q,2014-08-07 16:13:27+00:00,2014-08-07,train
0001193125-14-299677,64803,CVS,8-K,2014-08-07 12:59:52+00:00,2014-08-07,train
0001193125-14-300922,1047862,ED,10-Q,2014-08-07 21:02:37+00:00,2014-08-08,train
0001104659-14-058340,1551152,ABBV,10-Q,2014-08-07 21:03:44+00:00,2014-08-08,train
0000940944-14-000098,940944,DRI,8-K,2014-08-08 12:34:05+00:00,2014-08-08,train
0001193125-14-302363,320335,TMK,10-Q,2014-08-08 15:58:06+00:00,2014-08-08,train
0000319201-14-000028,319201,KLAC,8-K,2014-08-07 21:08:22+00:00,2014-08-08,train
0001193125-14-303344,104207,WAG,8-K,2014-08-08 17:21:02+00:00,2014-08-08,train
0001104659-14-058719,66740,MMM,8-K,2014-08-08 16:06:05+00:00,2014-08-08,train
0000072741-14-000045,72741,NU,8-K,2014-08-07 20:34:45+00:00,2014-08-08,train
0001104659-14-058760,46765,HP,10-Q,2014-08-08 16:33:27+00:00,2014-08-08,train
0001193125-14-300745,1564708,NWSA,8-K,2014-08-07 20:20:10+00:00,2014-08-08,train
0001193125-14-300899,1530721,KORS,10-Q,2014-08-07 20:57:23+00:00,2014-08-08,train
0001104659-14-058838,813828,CBS,8-K,2014-08-08 14:13:37+00:00,2014-08-08,train
0001045810-14-000149,1045810,NVDA,8-K,2014-08-07 20:24:10+00:00,2014-08-08,train
0001193125-14-300660,1011006,YHOO,10-Q,2014-08-07 20:06:37+00:00,2014-08-08,train
0001193125-14-302798,1458891,NE,10-Q,2014-08-08 14:30:37+00:00,2014-08-08,train
0001193125-14-300684,1136869,ZMH,10-Q,2014-08-07 20:11:01+00:00,2014-08-08,train
0001104659-14-058264,915912,AVB,8-K,2014-08-07 20:08:32+00:00,2014-08-08,train
0001193125-14-300802,1053507,AMT,8-K,2014-08-07 20:32:35+00:00,2014-08-08,train
0000039911-14-000118,39911,GPS,8-K,2014-08-07 20:13:13+00:00,2014-08-08,train
0001193125-14-303173,1159297,MWV,8-K,2014-08-08 16:22:34+00:00,2014-08-08,train
0000865436-14-000144,865436,WFM,10-Q,2014-08-08 10:23:17+00:00,2014-08-08,train
0001144204-14-047956,1121788,GRMN,8-K,2014-08-08 15:45:44+00:00,2014-08-08,train
0001037038-14-000009,1037038,RL,10-Q,2014-08-07 20:04:14+00:00,2014-08-08,train
0001104659-14-058286,865752,MNST,8-K,2014-08-07 20:19:33+00:00,2014-08-08,train
0001058290-14-000006,1058290,CTSH,10-Q,2014-08-07 20:50:21+00:00,2014-08-08,train
0001035002-14-000052,1035002,VLO,10-Q,2014-08-07 20:20:32+00:00,2014-08-08,train
0001193125-14-300765,1137774,PRU,10-Q,2014-08-07 20:26:06+00:00,2014-08-08,train
0000354908-14-000090,354908,FLIR,10-Q,2014-08-08 10:59:43+00:00,2014-08-08,train
0000085408-14-000009,85408,RDC,10-Q,2014-08-08 14:19:47+00:00,2014-08-08,train
0001193125-14-300977,36270,MTB,10-Q,2014-08-07 21:18:27+00:00,2014-08-08,train
0000947871-14-000500,29915,DOW,8-K,2014-08-08 14:51:39+00:00,2014-08-08,train
0001193125-14-302584,816761,TDC,10-Q,2014-08-08 17:13:21+00:00,2014-08-08,train
0001299933-14-001226,1418135,DPS,8-K,2014-08-07 21:05:19+00:00,2014-08-08,train
0000906107-14-000017,906107,EQR,10-Q,2014-08-07 20:14:27+00:00,2014-08-08,train
0001064728-14-000101,1064728,BTU,10-Q,2014-08-08 14:37:02+00:00,2014-08-08,train
0001090727-14-000030,1090727,UPS,8-K,2014-08-07 20:53:02+00:00,2014-08-08,train
0001193125-14-302695,1037540,BXP,10-Q,2014-08-08 17:59:39+00:00,2014-08-08,train
0001104659-14-058875,865752,MNST,10-Q,2014-08-08 19:54:15+00:00,2014-08-08,train
0001193125-14-301958,1043277,CHRW,8-K,2014-08-08 13:35:53+00:00,2014-08-08,train
0000093751-14-000137,93751,STT,10-Q,2014-08-08 19:57:36+00:00,2014-08-08,train
0001193125-14-300871,75362,PCAR,10-Q,2014-08-07 20:51:32+00:00,2014-08-08,train
0000008670-14-000015,8670,ADP,10-K,2014-08-08 17:50:03+00:00,2014-08-08,train
0000937834-14-000041,1099219,MET,10-Q,2014-08-08 01:05:43+00:00,2014-08-08,train
0001047469-14-006770,1137789,STX,10-K,2014-08-07 21:48:28+00:00,2014-08-08,train
0000078814-14-000019,78814,PBI,10-Q,2014-08-07 21:16:29+00:00,2014-08-08,train
0001193125-14-301002,35527,FITB,10-Q,2014-08-07 21:25:57+00:00,2014-08-08,train
0000310158-14-000063,310158,MRK,10-Q,2014-08-07 21:04:54+00:00,2014-08-08,train
0001193125-14-301963,80661,PGR,8-K,2014-08-08 13:38:42+00:00,2014-08-08,train
0000049826-14-000135,49826,ITW,8-K,2014-08-08 19:00:25+00:00,2014-08-08,train
0001193125-14-302725,100493,TSN,8-K,2014-08-08 18:07:37+00:00,2014-08-08,train
0000049826-14-000130,49826,ITW,10-Q,2014-08-08 14:47:14+00:00,2014-08-08,train
0000023082-14-000058,23082,CSC,8-K,2014-08-08 15:25:36+00:00,2014-08-08,train
0001193125-14-300914,91419,SJM,8-K,2014-08-07 21:00:53+00:00,2014-08-08,train
0001193125-14-302145,1103982,MDLZ,10-Q,2014-08-08 14:40:14+00:00,2014-08-08,train
0000078003-14-000039,78003,PFE,10-Q,2014-08-07 20:56:04+00:00,2014-08-08,train
0001075531-14-000049,1075531,PCLN,10-Q,2014-08-11 12:33:00+00:00,2014-08-11,train
0001075531-14-000047,1075531,PCLN,8-K,2014-08-11 11:05:53+00:00,2014-08-11,train
0001104659-14-059149,86312,TRV,8-K,2014-08-11 12:00:22+00:00,2014-08-11,train
0001193125-14-304991,1275283,RAI,8-K,2014-08-11 16:42:01+00:00,2014-08-11,train
0001043604-14-000149,1043604,JNPR,10-Q,2014-08-11 15:44:21+00:00,2014-08-11,train
0000814453-14-000125,814453,NWL,10-Q,2014-08-08 20:38:23+00:00,2014-08-11,train
0001193125-14-303298,1047862,ED,8-K,2014-08-08 21:06:36+00:00,2014-08-11,train
0001104659-14-059306,9389,BLL,10-Q,2014-08-11 18:15:05+00:00,2014-08-11,train
0001104659-14-059382,11199,BMS,8-K,2014-08-11 16:05:22+00:00,2014-08-11,train
0000746515-14-000031,746515,EXPD,8-K,2014-08-08 21:11:22+00:00,2014-08-11,train
0001193125-14-304566,1378946,PBCT,10-Q,2014-08-11 14:18:29+00:00,2014-08-11,train
0001193125-14-303178,1120193,NDAQ,8-K,2014-08-08 20:23:34+00:00,2014-08-11,train
0001542567-14-000021,1086222,AKAM,10-Q,2014-08-11 14:46:21+00:00,2014-08-11,train
0001002910-14-000100,1002910,AEE,10-Q,2014-08-11 15:44:02+00:00,2014-08-11,train
0000898173-14-000128,898173,ORLY,10-Q,2014-08-08 20:38:00+00:00,2014-08-11,train
0000701985-14-000032,701985,LB,8-K,2014-08-08 20:45:27+00:00,2014-08-11,train
0001193125-14-303116,849399,SYMC,10-Q,2014-08-08 20:07:42+00:00,2014-08-11,train
0001502823-14-000040,1457543,CFN,10-K,2014-08-11 07:27:11+00:00,2014-08-11,train
0000831259-14-000042,831259,FCX,10-Q,2014-08-08 22:52:42+00:00,2014-08-11,train
0001193125-14-303107,1130310,CNP,8-K,2014-08-08 20:06:00+00:00,2014-08-11,train
0001193125-14-303132,1051470,CCI,8-K,2014-08-08 20:10:53+00:00,2014-08-11,train
0001051470-14-000036,1051470,CCI,10-Q,2014-08-08 20:02:33+00:00,2014-08-11,train
0000754737-14-000029,754737,SCG,10-Q,2014-08-11 15:10:56+00:00,2014-08-11,train
0001193125-14-303247,72971,WFC,8-K,2014-08-08 20:46:00+00:00,2014-08-11,train
0000950142-14-001700,1037038,RL,8-K,2014-08-08 20:06:59+00:00,2014-08-11,train
0000107815-14-000083,783325,WEC,8-K,2014-08-11 18:39:41+00:00,2014-08-11,train
0001445305-14-003583,1390777,BK,10-Q,2014-08-11 17:39:40+00:00,2014-08-11,train
0001193125-14-303333,5272,AIG,8-K,2014-08-08 21:15:04+00:00,2014-08-11,train
0000950157-14-000815,104889,GHC,8-K,2014-08-08 20:55:37+00:00,2014-08-11,train
0000915912-14-000006,915912,AVB,10-Q,2014-08-08 20:42:37+00:00,2014-08-11,train
0001193125-14-303240,1050915,PWR,10-Q,2014-08-08 20:42:59+00:00,2014-08-11,train
0000746515-14-000029,746515,EXPD,8-K,2014-08-08 20:25:34+00:00,2014-08-11,train
0000712515-14-000043,712515,EA,8-K,2014-08-08 20:01:13+00:00,2014-08-11,train
0000063908-14-000061,63908,MCD,8-K,2014-08-11 19:33:00+00:00,2014-08-11,train
0001043277-14-000015,1043277,CHRW,10-Q,2014-08-11 18:00:14+00:00,2014-08-11,train
0001174922-14-000025,1174922,WYNN,10-Q,2014-08-08 20:16:28+00:00,2014-08-11,train
0000827054-14-000176,827054,MCHP,10-Q,2014-08-11 19:45:22+00:00,2014-08-11,train
0001193125-14-303217,1166691,CMCSA,8-K,2014-08-08 20:32:35+00:00,2014-08-11,train
0000940944-14-000101,940944,DRI,8-K,2014-08-11 12:34:58+00:00,2014-08-11,train
0001193125-14-303885,23217,CAG,8-K,2014-08-11 11:45:59+00:00,2014-08-11,train
0000319201-14-000038,319201,KLAC,10-K,2014-08-08 20:20:32+00:00,2014-08-11,train
0000319201-14-000036,319201,KLAC,8-K,2014-08-08 20:06:31+00:00,2014-08-11,train
0001140361-14-031603,920522,ESS,10-Q,2014-08-09 01:52:41+00:00,2014-08-11,train
0001193125-14-303942,96021,SYY,8-K,2014-08-11 12:13:08+00:00,2014-08-11,train
0001193125-14-303243,766704,HCN,8-K,2014-08-08 20:43:34+00:00,2014-08-11,train
0000080424-14-000057,80424,PG,10-K,2014-08-08 20:03:07+00:00,2014-08-11,train
0001104659-14-059086,1506307,KMI,8-K,2014-08-11 10:10:27+00:00,2014-08-11,train
0001104659-14-059588,48465,HRL,8-K,2014-08-12 12:06:53+00:00,2014-08-12,train
0001193125-14-306635,1087423,RHT,8-K,2014-08-12 16:09:35+00:00,2014-08-12,train
0001157523-14-003451,740260,VTR,8-K,2014-08-12 00:00:22+00:00,2014-08-12,train
0001193125-14-306212,64803,CVS,8-K,2014-08-12 16:38:35+00:00,2014-08-12,train
0000063754-14-000042,63754,MKC,8-K,2014-08-12 19:04:23+00:00,2014-08-12,train
0001104659-14-059627,820313,APH,8-K,2014-08-12 13:49:07+00:00,2014-08-12,train
0000023082-14-000061,23082,CSC,10-Q,2014-08-12 17:03:02+00:00,2014-08-12,train
0000079958-14-000034,79958,PCP,8-K,2014-08-12 15:02:52+00:00,2014-08-12,train
0000750556-14-000153,750556,STI,8-K,2014-08-12 16:30:45+00:00,2014-08-12,train
0001193125-14-305783,788784,PEG,8-K,2014-08-12 12:30:55+00:00,2014-08-12,train
0001104659-14-059419,765880,HCP,8-K,2014-08-11 20:49:38+00:00,2014-08-12,train
0001193125-14-305765,87347,SLB,8-K,2014-08-12 12:15:29+00:00,2014-08-12,train
0001014473-14-000043,1014473,VRSN,8-K,2014-08-11 20:08:50+00:00,2014-08-12,train
0001193125-14-305649,1070412,CNX,8-K,2014-08-12 11:06:31+00:00,2014-08-12,train
0000740260-14-000136,740260,VTR,10-Q,2014-08-11 20:06:05+00:00,2014-08-12,train
0001104659-14-059428,764622,PNW,8-K,2014-08-11 21:00:47+00:00,2014-08-12,train
0001104659-14-059600,68505,MSI,8-K,2014-08-12 12:44:54+00:00,2014-08-12,train
0001104659-14-059840,66740,MMM,8-K,2014-08-12 18:50:53+00:00,2014-08-12,train
0001193125-14-304962,1564708,NWSA,8-K,2014-08-11 20:31:09+00:00,2014-08-12,train
0001193125-14-305068,1138118,CBG,10-Q,2014-08-11 21:06:49+00:00,2014-08-12,train
0001193125-14-306060,100885,UNP,8-K,2014-08-12 15:13:02+00:00,2014-08-12,train
0000914208-14-000371,914208,IVZ,8-K,2014-08-12 11:58:50+00:00,2014-08-12,train
0001193125-14-305847,936468,LMT,8-K,2014-08-12 13:16:01+00:00,2014-08-12,train
0000922224-14-000093,922224,PPL,8-K,2014-08-13 15:22:31+00:00,2014-08-13,train
0001451505-14-000113,1451505,RIG,8-K,2014-08-12 20:38:52+00:00,2014-08-13,train
0001193125-14-306698,1156039,WLP,8-K,2014-08-12 20:26:36+00:00,2014-08-13,train
0000319201-14-000040,319201,KLAC,8-K,2014-08-12 21:05:28+00:00,2014-08-13,train
0001141391-14-000024,1141391,MA,8-K,2014-08-12 20:45:05+00:00,2014-08-13,train
0000080661-14-000040,80661,PGR,8-K,2014-08-13 12:37:41+00:00,2014-08-13,train
0001039684-14-000067,1039684,OKE,8-K,2014-08-12 20:29:09+00:00,2014-08-13,train
0000020520-14-000070,20520,FTR,8-K,2014-08-13 12:07:42+00:00,2014-08-13,train
0001193125-14-307878,73309,NUE,10-Q,2014-08-13 15:35:11+00:00,2014-08-13,train
0000936340-14-000089,936340,DTE,8-K,2014-08-13 11:04:46+00:00,2014-08-13,train
0001193125-14-306730,1070412,CNX,8-K,2014-08-12 20:36:25+00:00,2014-08-13,train
0001104659-14-059901,883569,FOSL,8-K,2014-08-12 20:07:23+00:00,2014-08-13,train
0001555280-14-000274,1555280,ZTS,10-Q,2014-08-12 20:42:46+00:00,2014-08-13,train
0001104659-14-060196,315189,DE,8-K,2014-08-13 13:00:50+00:00,2014-08-13,train
0001564590-14-003642,1308161,FOXA,10-K,2014-08-13 19:47:40+00:00,2014-08-13,train
0001104659-14-060149,764622,PNW,8-K,2014-08-13 12:00:26+00:00,2014-08-13,train
0001104659-14-059958,1506307,KMI,8-K,2014-08-12 21:11:48+00:00,2014-08-13,train
0001193125-14-306710,1011006,YHOO,8-K,2014-08-12 20:30:36+00:00,2014-08-13,train
0000794367-14-000126,794367,M,8-K,2014-08-13 12:46:43+00:00,2014-08-13,train
0001193125-14-308612,350563,TE,8-K,2014-08-13 17:20:01+00:00,2014-08-13,train
0000721371-14-000181,721371,CAH,10-K,2014-08-13 20:04:52+00:00,2014-08-14,train
0000104169-14-000050,104169,WMT,8-K,2014-08-14 11:00:51+00:00,2014-08-14,train
